ASN,LATITUDE,LONGITUDE,SOURCE,VALIDATED,STANDARD_LATITUDE,STANDARD_LONGITUDE,STANDARD_CITY,STANDARD_STATE,STANDARD_COUNTRY,PHYSICAL_PRESENCE,ASOF_DATE
56654,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
25596,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
5466,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12306,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
49544,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
41690,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12414,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
20940,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
16147,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
15703,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
29208,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
20326,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
45437,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12713,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
9031,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
16298,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
24167,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
20504,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
39637,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
20562,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12041,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
42366,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
2686,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
64518,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
20847,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
201119,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
203536,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
30889,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
198046,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12956,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
51088,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
13030,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
59711,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
13237,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
16265,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
21478,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8657,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
3326,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
24961,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
64289,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12902,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12731,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
43350,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
20932,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
60486,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8220,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
28788,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
17534,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
6762,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
7713,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
2484,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
25182,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
20857,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
47886,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
15169,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
50263,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
42,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12322,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
1126,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
17557,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
6777,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
197731,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
200596,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
35000,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
139341,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
203101,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
30103,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
202053,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
35280,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
203936,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12779,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8075,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8763,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12350,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
42708,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
34224,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
45899,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
34288,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
13285,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
31383,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
3491,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
51167,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
48173,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
209162,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
24586,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
25148,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
39832,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8551,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
265038,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8218,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
35709,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
24940,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
3252,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
37009,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12759,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8262,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8422,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
25459,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
62041,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8587,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
39647,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
21263,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
30925,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
6735,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
34968,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
29017,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
50340,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
26464,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8966,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
4788,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
2603,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
54183,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8767,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
23764,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
31595,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8368,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
31477,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12399,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
50295,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
196844,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
5524,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
2852,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
39326,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
50072,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8881,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
10310,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
34309,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
41552,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
62715,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
16097,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
32934,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
50010,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
9264,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
50083,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
13101,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
8781,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
12389,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
5398,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
57724,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
9115,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
33891,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
4766,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
39704,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
197000,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
22822,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
25455,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
34141,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
28917,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
33915,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
1273,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
6908,52.3,4.77,PCH,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
