ASN,LATITUDE,LONGITUDE,SOURCE,VALIDATED,STANDARD_LATITUDE,STANDARD_LONGITUDE,STANDARD_CITY,STANDARD_STATE,STANDARD_COUNTRY,PHYSICAL_PRESENCE,ASOF_DATE
20473,41.9995,-87.9985,RIPEAtlas,,42.039461079,-88.2899186622,Elgin,Illinois,US,False,2024-05-24
14061,51.5405,-0.6685,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2024-05-24
20473,40.4215,-3.6985,RIPEAtlas,,40.4000262645,-3.683351686,Madrid,Comunidad de Madrid,ES,False,2024-05-24
14061,40.7915,-74.0185,RIPEAtlas,,40.749979064,-73.9800169288,New York,New York,US,False,2024-05-24
20473,48.9175,2.3915,RIPEAtlas,,48.8666929312,2.33333532574,Paris,Île-de-France,FR,False,2024-05-24
20473,47.3775,-122.2885,RIPEAtlas,,47.5700020539,-122.339984987,Seattle,Washington,US,False,2024-05-24
14061,37.3885,-121.9585,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
63949,-33.8705,151.2015,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2024-05-24
63949,35.6895,139.6915,RIPEAtlas,,35.6850169058,139.751407429,Tokyo,Tokyo,JP,False,2024-05-24
14061,43.6505,-79.3585,RIPEAtlas,,43.6999798778,-79.4200207944,Toronto,Ontario,CA,False,2024-05-24
20473,52.2305,21.0115,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
33915,52.4375,4.8275,RIPEAtlas,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
15600,47.3695,8.0075,RIPEAtlas,,47.3900041002,8.03400361048,Aarau,Aargau,CH,False,2024-05-24
15600,47.5595,8.4875,RIPEAtlas,,47.3799878124,8.55001013046,Zürich,Zürich,CH,False,2024-05-24
577,45.4405,-75.5125,RIPEAtlas,,45.4166967967,-75.7000153012,Ottawa,Ontario,CA,False,2024-05-24
46044,-6.9185,107.6075,RIPEAtlas,,-6.95002927768,107.570012572,Bandung,Jawa Barat,ID,False,2024-05-24
58061,52.3775,4.8975,RIPEAtlas,,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,False,2024-05-24
3215,45.8275,3.1575,RIPEAtlas,,45.7799821158,3.08000809593,Clermont-Ferrand,Auvergne,FR,False,2024-05-24
5384,25.0785,55.1675,RIPEAtlas,,24.976239033,55.0107401111,Jabal Ali,Dubay,AE,False,2024-05-24
200735,51.4995,7.6175,RIPEAtlas,,51.5299670604,7.45002559269,Dortmund,Nordrhein-Westfalen,DE,False,2024-05-24
4764,-33.8585,151.2075,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2024-05-24
16019,50.0985,14.3985,RIPEAtlas,,50.0833370149,14.4659797757,Prague,Prague,CZ,False,2024-05-24
13036,50.2685,14.4985,RIPEAtlas,,50.0833370149,14.4659797757,Prague,Prague,CZ,False,2024-05-24
12322,50.6395,3.0285,RIPEAtlas,,50.6499690949,3.08000809593,Lille,Nord-Pas-de-Calais,FR,False,2024-05-24
45090,34.7695,113.7185,RIPEAtlas,,34.7549961538,113.665092732,Zhengzhou,Henan,CN,False,2024-05-24
45090,34.7705,113.7185,RIPEAtlas,,34.7549961538,113.665092732,Zhengzhou,Henan,CN,False,2024-05-24
16591,30.3005,-97.6915,RIPEAtlas,,30.2669496857,-97.7427783628,Austin,Texas,US,False,2024-05-24
16509,50.1115,8.6785,RIPEAtlas,,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,False,2024-05-24
16509,50.1095,8.6795,RIPEAtlas,,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,False,2024-05-24
31898,17.3715,78.4395,RIPEAtlas,,17.3999831329,78.4799535715,Hyderabad,Andhra Pradesh,IN,False,2024-05-24
7018,30.6475,-88.2305,RIPEAtlas,,30.6800252472,-88.0499849871,Mobile,Alabama,US,False,2024-05-24
203380,42.7005,23.3195,RIPEAtlas,,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,False,2024-05-24
3209,50.2015,9.1795,RIPEAtlas,,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,False,2024-05-24
16509,53.3485,-6.2595,RIPEAtlas,,53.333061136,-6.24890568178,Dublin,Dublin,IE,False,2024-05-24
16509,53.3495,-6.2595,RIPEAtlas,,53.333061136,-6.24890568178,Dublin,Dublin,IE,False,2024-05-24
4685,37.7705,139.2605,RIPEAtlas,,37.9199967642,139.040029662,Niigata,Niigata,JP,False,2024-05-24
3352,43.4975,-8.1895,RIPEAtlas,,43.3299766226,-8.41998763166,La Coruña,Galicia,ES,False,2024-05-24
4922,38.9905,-79.1185,RIPEAtlas,,38.449421813,-78.8691758644,Harrisonburg,Virginia,US,False,2024-05-24
133334,13.1405,123.7415,RIPEAtlas,,13.1699829294,123.750006876,Legazpi,Albay,PH,False,2024-05-24
137818,11.7015,122.3715,RIPEAtlas,,11.5852734568,122.75110144,Roxas,Capiz,PH,False,2024-05-24
9340,-6.2425,106.8175,RIPEAtlas,,-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,False,2024-05-24
37611,-26.1825,28.1885,RIPEAtlas,,-26.1495808728,28.3299397367,Benoni,Gauteng,ZA,False,2024-05-24
3320,49.3375,9.1195,RIPEAtlas,,49.4199924918,8.69997513697,Heidelberg,Baden-Württemberg,DE,False,2024-05-24
3320,53.1415,8.1995,RIPEAtlas,,53.1299985953,8.22000443384,Oldenburg,Niedersachsen,DE,False,2024-05-24
9829,31.7015,76.7395,RIPEAtlas,,31.1000254507,77.1665970448,Simla,Himachal Pradesh,IN,False,2024-05-24
3320,49.3285,6.7505,RIPEAtlas,,49.250390441,6.97000321313,Saarbrücken,Saarland,DE,False,2024-05-24
6799,38.0405,23.8405,RIPEAtlas,,37.9833262319,23.7333210843,Athens,Attiki,GR,False,2024-05-24
8881,53.8115,10.3605,RIPEAtlas,,53.8703926789,10.6699840888,Lübeck,Schleswig-Holstein,DE,False,2024-05-24
1136,51.9215,5.8415,RIPEAtlas,,51.9879960345,5.92299956246,Arnhem,Gelderland,NL,False,2024-05-24
8881,49.4495,11.0815,RIPEAtlas,,49.4499906607,11.0799849026,Nürnberg,Bayern,DE,False,2024-05-24
23201,-25.2715,-57.5525,RIPEAtlas,,-25.3400178845,-57.5200397152,San Lorenzo,Asunción,PY,False,2024-05-24
269782,10.6115,-71.6825,RIPEAtlas,,10.7299768259,-71.6599776628,Maracaibo,Zulia,VE,False,2024-05-24
21283,46.0285,14.4575,RIPEAtlas,,46.0552883088,14.5149690335,Ljubljana,Osrednjeslovenska,SI,False,2024-05-24
6893,46.5185,6.6175,RIPEAtlas,,46.5304272655,6.65002274438,Lausanne,Vaud,CH,False,2024-05-24
24689,54.0775,38.1785,RIPEAtlas,,54.0900175162,38.2199820544,Novomoskovsk,Tula,RU,False,2024-05-24
56472,44.1085,9.8285,RIPEAtlas,,43.7204695832,10.4000264065,Pisa,Toscana,IT,False,2024-05-24
3292,56.0895,10.1285,RIPEAtlas,,56.1572039989,10.2106839586,Århus,Midtjylland,DK,False,2024-05-24
35401,54.1805,37.5685,RIPEAtlas,,54.1999591259,37.6299405505,Tula,Tula,RU,False,2024-05-24
42643,50.0775,20.0085,RIPEAtlas,,50.0599792675,19.9600113512,Kraków,Lesser Poland,PL,False,2024-05-24
25534,43.2395,76.9295,RIPEAtlas,,43.3249898469,76.9150361724,Almaty,Almaty,KZ,False,2024-05-24
12874,44.4075,8.9395,RIPEAtlas,,44.4099882193,8.93003861353,Genoa,Liguria,IT,False,2024-05-24
12741,52.2775,20.9595,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
1853,47.2705,11.3995,RIPEAtlas,,47.2804073274,11.4099905992,Innsbruck,Tirol,AT,False,2024-05-24
34814,51.5405,31.2695,RIPEAtlas,,51.504929829,31.3015412992,Chernihiv,Chernihiv,UA,False,2024-05-24
57269,37.3375,-5.9295,RIPEAtlas,,37.4050152782,-5.98000736635,Seville,Andalucía,ES,False,2024-05-24
1653,65.8595,23.1505,RIPEAtlas,,65.5966347723,22.1583783294,Luleå,Norrbotten,SE,False,2024-05-24
1136,52.1505,4.9505,RIPEAtlas,,52.1003456819,5.12003861351,Utrecht,Utrecht,NL,False,2024-05-24
42514,52.3515,35.3405,RIPEAtlas,,52.3547745963,35.404391641,Zheleznogorsk,Kursk,RU,False,2024-05-24
42306,50.3685,15.6305,RIPEAtlas,,50.2059961722,15.8120015254,Hradec Králové,Královéhradecký,CZ,False,2024-05-24
42431,42.7295,23.2905,RIPEAtlas,,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,False,2024-05-24
35731,48.6675,33.1115,RIPEAtlas,,49.0835272411,33.4296284574,Kremenchuk,Poltava,UA,False,2024-05-24
28907,50.4385,30.5015,RIPEAtlas,,50.433367329,30.5166279691,Kiev,Kiev,UA,False,2024-05-24
51182,24.1985,55.6815,RIPEAtlas,,24.2304706004,55.7399979236,Al Ayn,Abu Dhabi,AE,False,2024-05-24
1221,-33.6685,150.9415,RIPEAtlas,,-33.5995137342,150.739987345,Richmond,New South Wales,AU,False,2024-05-24
3308,55.6575,12.3815,RIPEAtlas,,55.6785641904,12.5634857473,København,Hovedstaden,DK,False,2024-05-24
35100,56.8795,14.8115,RIPEAtlas,,56.8836971223,14.8167077216,Växjö,Kronoberg,SE,False,2024-05-24
5479,54.6805,25.2915,RIPEAtlas,,54.6833663118,25.3166352933,Vilnius,Vilniaus,LT,False,2024-05-24
29632,50.4415,30.5115,RIPEAtlas,,50.433367329,30.5166279691,Kiev,Kiev,UA,False,2024-05-24
21466,46.6795,7.8375,RIPEAtlas,,46.9166827587,7.46697546248,Bern,Bern,CH,False,2024-05-24
3327,59.4395,24.7075,RIPEAtlas,,59.4338773795,24.7280407295,Tallinn,Harju,EE,False,2024-05-24
3320,50.2405,11.7175,RIPEAtlas,,50.3170436799,11.9166780178,Hof,Bayern,DE,False,2024-05-24
12874,43.7185,10.4175,RIPEAtlas,,43.7204695832,10.4000264065,Pisa,Toscana,IT,False,2024-05-24
20912,41.4785,12.8775,RIPEAtlas,,41.8959556265,12.4832584215,Rome,Lazio,IT,False,2024-05-24
62418,42.6995,23.3175,RIPEAtlas,,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,False,2024-05-24
3352,36.6995,-4.4525,RIPEAtlas,,36.7204059032,-4.41999922832,Málaga,Andalucía,ES,False,2024-05-24
2611,50.6715,4.5675,RIPEAtlas,,50.4203965445,4.45000199242,Charleroi,Charleroi,BE,False,2024-05-24
51395,47.1795,8.4305,RIPEAtlas,,47.1789990305,8.48700056499,Zug,Zug,CH,False,2024-05-24
3209,51.0305,13.7905,RIPEAtlas,,51.0499705191,13.7500028063,Dresden,Sachsen,DE,False,2024-05-24
3215,50.9475,1.9515,RIPEAtlas,,50.9504158723,1.83331416689,Calais,Nord-Pas-de-Calais,FR,False,2024-05-24
29695,60.3385,5.3915,RIPEAtlas,,60.3910024202,5.32452225609,Bergen,Hordaland,NO,False,2024-05-24
33883,50.3475,14.4815,RIPEAtlas,,50.0833370149,14.4659797757,Prague,Prague,CZ,False,2024-05-24
213151,50.1405,8.7415,RIPEAtlas,,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,False,2024-05-24
135134,1.3215,103.9215,RIPEAtlas,,1.29303346649,103.855820678,Singapore,,SG,False,2024-05-24
12322,49.4275,1.0675,RIPEAtlas,,49.4304052929,1.07997513694,Rouen,Haute-Normandie,FR,False,2024-05-24
213151,50.1385,8.7375,RIPEAtlas,,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,False,2024-05-24
29134,50.0785,14.5275,RIPEAtlas,,50.0833370149,14.4659797757,Prague,Prague,CZ,False,2024-05-24
206228,47.1115,15.4175,RIPEAtlas,,47.0777581981,15.4100048408,Graz,Steiermark,AT,False,2024-05-24
134944,12.8375,77.6785,RIPEAtlas,,12.9699951365,77.5600097238,Bangalore,Karnataka,IN,False,2024-05-24
577,50.6475,2.9885,RIPEAtlas,,50.6499690949,3.08000809593,Lille,Nord-Pas-de-Calais,FR,False,2024-05-24
22773,29.6815,-82.3615,RIPEAtlas,,29.6513800242,-82.3250372739,Gainesville,Florida,US,False,2024-05-24
51295,44.4775,26.1185,RIPEAtlas,,44.4333718049,26.099946654,Bucharest,Bucharest,RO,False,2024-05-24
50266,51.4185,5.5785,RIPEAtlas,,51.429973164,5.50001542016,Eindhoven,Noord-Brabant,NL,False,2024-05-24
16509,51.0375,-114.0705,RIPEAtlas,,51.0829917593,-114.079998212,Calgary,Alberta,CA,False,2024-05-24
16509,32.0895,34.7795,RIPEAtlas,,32.0799914744,34.7700117582,Tel Aviv-Yafo,Tel Aviv,IL,False,2024-05-24
34897,41.2805,69.2395,RIPEAtlas,,41.311701883,69.2949328195,Tashkent,Tashkent,UZ,False,2024-05-24
8447,48.2095,15.6195,RIPEAtlas,,47.8159818716,16.2499535712,Wiener Neustadt,Niederösterreich,AT,False,2024-05-24
51167,49.4575,11.0805,RIPEAtlas,,49.4499906607,11.0799849026,Nürnberg,Bayern,DE,False,2024-05-24
8767,48.1575,11.5605,RIPEAtlas,,48.129942036,11.5749934475,Munich,Bayern,DE,False,2024-05-24
2852,49.8385,18.1585,RIPEAtlas,,49.8303550406,18.2499865302,Ostrava,Moravskoslezský,CZ,False,2024-05-24
5617,52.2505,20.9885,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
6830,52.1875,21.0695,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
42970,45.1705,5.7195,RIPEAtlas,,45.1803804719,5.72000199242,Grenoble,Rhône-Alpes,FR,False,2024-05-24
15614,50.4315,14.9295,RIPEAtlas,,50.7999599397,15.0799991442,Liberec,Liberecký,CZ,False,2024-05-24
701,40.8505,-73.1495,RIPEAtlas,,41.1799786571,-73.1999611833,Bridgeport,Connecticut,US,False,2024-05-24
7594,-19.2585,146.8205,RIPEAtlas,,-19.2499503389,146.76999711,Townsville,Queensland,AU,False,2024-05-24
8251,50.0595,14.4815,RIPEAtlas,,50.0833370149,14.4659797757,Prague,Prague,CZ,False,2024-05-24
7922,37.2595,-122.0385,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
209,48.5475,-122.9185,RIPEAtlas,,48.4332826936,-123.350000856,Victoria,British Columbia,CA,False,2024-05-24
3215,45.1875,5.7175,RIPEAtlas,,45.1803804719,5.72000199242,Grenoble,Rhône-Alpes,FR,False,2024-05-24
39544,46.6615,6.5175,RIPEAtlas,,46.5304272655,6.65002274438,Lausanne,Vaud,CH,False,2024-05-24
1136,52.7885,6.9275,RIPEAtlas,,53.0000010924,6.55000258464,Assen,Drenthe,NL,False,2024-05-24
42306,49.6105,15.5685,RIPEAtlas,,49.4003812857,15.5833275947,Jihlava,Kraj Vysocina,CZ,False,2024-05-24
3212,46.0975,14.5475,RIPEAtlas,,46.0552883088,14.5149690335,Ljubljana,Osrednjeslovenska,SI,False,2024-05-24
2200,48.6605,6.1485,RIPEAtlas,,48.6836808462,6.20002437198,Nancy,Lorraine,FR,False,2024-05-24
60294,51.7405,8.1785,RIPEAtlas,,52.0299882193,8.53001135116,Bielefeld,Nordrhein-Westfalen,DE,False,2024-05-24
2860,38.7895,-9.3115,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
12757,59.4405,24.6985,RIPEAtlas,,59.4338773795,24.7280407295,Tallinn,Harju,EE,False,2024-05-24
3320,49.4505,11.0785,RIPEAtlas,,49.4499906607,11.0799849026,Nürnberg,Bayern,DE,False,2024-05-24
60294,51.1105,6.3195,RIPEAtlas,,51.2203735546,6.77998897159,Düsseldorf,Nordrhein-Westfalen,DE,False,2024-05-24
1836,47.4485,8.2095,RIPEAtlas,,47.3900041002,8.03400361048,Aarau,Aargau,CH,False,2024-05-24
197696,43.3075,5.3905,RIPEAtlas,,43.289979064,5.37501013044,Marseille,Provence-Alpes-Côte-d''Azur,FR,False,2024-05-24
3213,56.3585,-4.3695,RIPEAtlas,,55.8744047232,-4.25070723613,Glasgow,Glasgow,GB,False,2024-05-24
9009,53.4615,-2.3195,RIPEAtlas,,53.5004152619,-2.24798710266,Manchester,Manchester,GB,False,2024-05-24
3209,50.7685,7.3005,RIPEAtlas,,50.7204557486,7.08002233748,Bonn,Nordrhein-Westfalen,DE,False,2024-05-24
5567,56.4595,84.9605,RIPEAtlas,,56.4949869986,84.975009317,Tomsk,Tomsk,RU,False,2024-05-24
50629,53.0795,8.8205,RIPEAtlas,,53.080001647,8.80002070988,Bremen,Bremen,DE,False,2024-05-24
204151,55.6705,12.5505,RIPEAtlas,,55.6785641904,12.5634857473,København,Hovedstaden,DK,False,2024-05-24
15401,45.1685,5.7215,RIPEAtlas,,45.1803804719,5.72000199242,Grenoble,Rhône-Alpes,FR,False,2024-05-24
56420,54.6105,39.8215,RIPEAtlas,,54.6199593293,39.7199938545,Ryazan,Ryazan'',RU,False,2024-05-24
12480,49.3375,8.6415,RIPEAtlas,,49.4199924918,8.69997513697,Heidelberg,Baden-Württemberg,DE,False,2024-05-24
135887,-41.4315,147.1215,RIPEAtlas,,-41.4498355929,147.130181843,Launceston,Tasmania,AU,False,2024-05-24
201126,52.2809,-0.8728,RIPEAtlas,,52.6299774364,-1.13324894348,Leicester,Leicester,GB,False,2024-05-24
206062,52.9887,-1.1743,RIPEAtlas,,52.9703442577,-1.17001672505,Nottingham,Nottingham,GB,False,2024-05-24
28792,51.778,-1.2702,RIPEAtlas,,51.7704174999,-1.24998600402,Oxford,Oxfordshire,GB,False,2024-05-24
48070,52.5543,-0.3909,RIPEAtlas,,52.5804197379,-0.24999536274,Peterborough,Peterborough,GB,False,2024-05-24
199610,51.4278,-0.9792,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2024-05-24
202109,51.5224,-0.6293,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2024-05-24
202196,51.5225,-0.629,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2024-05-24
43996,51.5212,-0.6242,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2024-05-24
5607,51.5191,-0.6206,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2024-05-24
5607,51.5105,-0.595,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2024-05-24
15133,39.0438,-77.4874,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2024-05-24
208722,39.0438,-77.4874,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2024-05-24
36236,39.022,-77.4609,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2024-05-24
43996,39.0438,-77.4874,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2024-05-24
5006,39.0438,-77.4874,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2024-05-24
51468,39.0148,-77.459,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2024-05-24
54054,39.0219,-77.4611,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2024-05-24
398355,30.066,-95.459,RIPEAtlas,,30.3120632111,-95.4558636899,Conroe,Texas,US,False,2024-05-24
40581,36.0427,-94.1685,RIPEAtlas,,36.0629783315,-94.1572091082,Fayetteville,Arkansas,US,False,2024-05-24
15133,33.749,-84.388,RIPEAtlas,,33.830013854,-84.3999493833,Atlanta,Georgia,US,False,2024-05-24
20473,33.7777,-84.4209,RIPEAtlas,,33.830013854,-84.3999493833,Atlanta,Georgia,US,False,2024-05-24
212276,33.7559,-84.3912,RIPEAtlas,,33.830013854,-84.3999493833,Atlanta,Georgia,US,False,2024-05-24
2914,33.7701,-84.4196,RIPEAtlas,,33.830013854,-84.3999493833,Atlanta,Georgia,US,False,2024-05-24
394177,33.7615,-84.3914,RIPEAtlas,,33.830013854,-84.3999493833,Atlanta,Georgia,US,False,2024-05-24
6597,33.8897,-84.4654,RIPEAtlas,,33.830013854,-84.3999493833,Atlanta,Georgia,US,False,2024-05-24
36198,32.8003,-96.8195,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
1312,37.2043,-80.4129,RIPEAtlas,,37.2294187612,-80.414197837,Blacksburg,Virginia,US,False,2024-05-24
111,42.3505,-71.1054,RIPEAtlas,,42.3299601431,-71.0700136736,Boston,Massachusetts,US,False,2024-05-24
111,42.3491,-71.1042,RIPEAtlas,,42.3299601431,-71.0700136736,Boston,Massachusetts,US,False,2024-05-24
11488,42.3897,-71.1464,RIPEAtlas,,42.3299601431,-71.0700136736,Boston,Massachusetts,US,False,2024-05-24
26167,42.3547,-71.0603,RIPEAtlas,,42.3299601431,-71.0700136736,Boston,Massachusetts,US,False,2024-05-24
62943,41.5504,-90.4825,RIPEAtlas,,41.4933962189,-90.5346136899,Rock Island,Illinois,US,False,2024-05-24
951,41.5504,-90.4825,RIPEAtlas,,41.4933962189,-90.5346136899,Rock Island,Illinois,US,False,2024-05-24
201971,42.893,-78.8753,RIPEAtlas,,42.8799782502,-78.8800020769,Buffalo,New York,US,False,2024-05-24
210715,42.8929,-78.8751,RIPEAtlas,,42.8799782502,-78.8800020769,Buffalo,New York,US,False,2024-05-24
14907,32.9923,-96.9304,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
15169,41.2619,-95.8608,RIPEAtlas,,41.2622733755,-95.8608002134,Council Bluffs,Iowa,US,False,2024-05-24
12008,42.0011,-87.9549,RIPEAtlas,,42.0483494253,-87.699954673,Evanston,Illinois,US,False,2024-05-24
15133,41.8781,-87.6298,RIPEAtlas,,41.8299906607,-87.7500549741,Chicago,Illinois,US,False,2024-05-24
199524,41.8537,-87.6183,RIPEAtlas,,41.8299906607,-87.7500549741,Chicago,Illinois,US,False,2024-05-24
20473,41.9943,-87.962,RIPEAtlas,,42.0483494253,-87.699954673,Evanston,Illinois,US,False,2024-05-24
204770,41.8626,-87.641,RIPEAtlas,,41.8299906607,-87.7500549741,Chicago,Illinois,US,False,2024-05-24
2914,41.8536,-87.6183,RIPEAtlas,,41.8299906607,-87.7500549741,Chicago,Illinois,US,False,2024-05-24
394177,41.8531,-87.6183,RIPEAtlas,,41.8299906607,-87.7500549741,Chicago,Illinois,US,False,2024-05-24
212276,41.4499,-81.4197,RIPEAtlas,,41.4699867951,-81.6949982114,Cleveland,Ohio,US,False,2024-05-24
16509,39.9612,-82.9988,RIPEAtlas,,39.9799743846,-82.9900096046,Columbus,Ohio,US,False,2024-05-24
10745,38.8943,-77.4311,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2024-05-24
15133,32.7767,-96.797,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
12008,32.8003,-96.8195,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
14907,32.9918,-96.93,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
2914,32.8001,-96.8199,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
33438,32.8003,-96.8195,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
33696,32.7767,-96.797,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
60841,32.8379,-96.8784,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
7366,32.8018,-96.8184,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
11039,38.8976,-77.0459,RIPEAtlas,,38.8995493765,-77.0094185808,Washington DC,District of Columbia,US,False,2024-05-24
5006,32.7866,-96.7941,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
15133,39.7392,-104.9903,RIPEAtlas,,39.7391880484,-104.984015952,Denver,Colorado,US,False,2024-05-24
7922,39.7376,-104.9847,RIPEAtlas,,39.7391880484,-104.984015952,Denver,Colorado,US,False,2024-05-24
15169,45.5946,-121.1787,RIPEAtlas,,46.6022316682,-120.504696494,Yakima,Washington,US,False,2024-05-24
36236,35.9348,-78.8794,RIPEAtlas,,35.9999589224,-78.9199996355,Durham,North Carolina,US,False,2024-05-24
40528,33.9248,-118.396,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2024-05-24
19255,42.0039,-87.9703,RIPEAtlas,,42.0483494253,-87.699954673,Evanston,Illinois,US,False,2024-05-24
400245,42.0011,-87.9549,RIPEAtlas,,42.0483494253,-87.699954673,Evanston,Illinois,US,False,2024-05-24
5580,40.7179,-74.0089,RIPEAtlas,,40.749979064,-73.9800169288,New York,New York,US,False,2024-05-24
7018,37.5645,-122.2704,RIPEAtlas,,37.5569181509,-122.313061566,San Mateo,California,US,False,2024-05-24
32934,35.334,-81.8651,RIPEAtlas,,34.9494287303,-81.9322705502,Spartanburg,South Carolina,US,False,2024-05-24
13925,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
17920,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
208590,37.4718,-121.9203,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
35008,37.4716,-121.9191,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
35277,37.4899,-121.931,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
398447,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
398960,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
58057,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
62538,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
63949,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
7247,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2024-05-24
16717,37.5119,-94.8431,RIPEAtlas,,37.0845955597,-94.5130788592,Joplin,Missouri,US,False,2024-05-24
54316,41.0237,-73.6282,RIPEAtlas,,41.0533455598,-73.5391911231,Stamford,Connecticut,US,False,2024-05-24
30475,39.6181,-104.8915,RIPEAtlas,,39.6958573599,-104.80849695,Aurora,Colorado,US,False,2024-05-24
212317,45.5596,-122.9398,RIPEAtlas,,45.5200238231,-122.679990074,Portland,Oregon,US,False,2024-05-24
13781,36.8478,-87.4652,RIPEAtlas,,36.8654874868,-87.4886239031,Hopkinsville,Kentucky,US,False,2024-05-24
400226,30.066,-95.459,RIPEAtlas,,30.3120632111,-95.4558636899,Conroe,Texas,US,False,2024-05-24
16409,38.9629,-77.3804,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2024-05-24
63056,40.4585,-87.6626,RIPEAtlas,,40.1099922883,-88.2041874611,Urbana,Illinois,US,False,2024-05-24
17054,39.9632,-86.1456,RIPEAtlas,,39.7499884227,-86.1700480568,Indianapolis,Indiana,US,False,2024-05-24
